resource_id,author,year,title,doi_isbn,journal,volume_pages
247,"La Jeunesse, T. C., Bhagooli, R., Hidaka, M., De Vantier, L., Done, T., Schmidt, G. W., Fitt, W. K., Hoegh Guldberg, O.",2004,"Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients",10.3354/meps284147,Marine Ecology Progress Series,"284, 147-161"
723,"Lough, J., Barnes, D.",1992,Comparisons of skeletal density variations in Porites from the central Great Barrier Reef,10.1016/0022-0981(92)90024-5,Journal of Experimental Marine Biology and Ecology,"155, 1-25"
250,"La Jeunesse, T. C., Bonilla, H. R., Warner, M. E., Wills, M., Schmidt, G. W., Fitt, W. K.",2008,Specificity and stability in high latitude eastern Pacific coral-algal symbioses,10.4319/lo.2008.53.2.0719,Limnol. Oceangr.,"53, 719-727"
252,"Pochon, X., Stat, M., Takabayashi, M., Chasqui, L., Chauka, L. J., Logan, D. D. K., Gates, R. D.",2010,COMPARISON OF ENDOSYMBIOTIC AND FREE-LIVING SYMBIODINIUM (DINOPHYCEAE) DIVERSITY IN A HAWAIIAN REEF ENVIRONMENT1,10.1111/j.1529-8817.2009.00797.x,Journal of Phycology,"46, 53-65"
253,"Rodriguez Lanetty, M., Hoegh Guldberg, O.",2003,"Symbiont diversity within the widespread scleractinian coral Plesiastrea versipora , across the northwestern Pacific",10.1007/s00227-003-1105-9,Marine Biology,"143, 501-509"
254,"Sampayo, E. M., Franceschinis, L., Hoegh Guldberg, O., Dove, S.",2007,Niche partitioning of closely related symbiotic dinoflagellates,10.1111/j.1365-294x.2007.03403.x,Molecular Ecology,"16, 3721-3733"
278,"Dustan, P.",1975,Growth and form in the reef-building coral Montastrea annularis,10.1007/bf00390714,Marine Biology,"33, 101-107"
712,"Penland, L., Kloulechad, J., Idip, D., Baird, A. H.",,Timing of coral spawning in Palau,"","",""
730,"Bosscher, H.",1993,Computerized tomography and skeletal density of coral skeletons,10.1007/BF00302109,Coral Reefs,"12, 97-103"
269,"Suresh, V. R., Mathew, K. J.",1995,"Growth of staghorn coral Acropora aspera (Dana) (Scleractinia: Acropridae) in relation to environmental factors at Kavaratti atoll (Lakshadweep Islands), India","",Indian Journal of Marine Sciences,"24, 175-176"
259,"Stat, M., Loh, W. K. W., Hoegh Guldberg, O., Carter, D. A.",2008,Symbiont acquisition strategy drives host–symbiont associations in the southern Great Barrier Reef,10.1007/s00338-008-0412-5,Coral Reefs,"27, 763-772"
261,"Sampayo, E. M., Ridgway, T., Bongaerts, P., Hoegh Guldberg, O.",2008,Bleaching susceptibility and mortality of corals are determined by fine-scale differences in symbiont type,10.1073/pnas.0708049105,Proceedings of the National Academy of Sciences,"105, 10444-10449"
262,"Macdonald, A. H. H., Sampayo, E. M., Ridgway, T., Schleyer, M. H.",2008,Latitudinal symbiont zonation in Stylophora pistillata from southeast Africa,10.1007/s00227-008-0915-1,Marine Biology,"154, 209-217"
263,"Brown, B. E., Dunne, R. P., Goodson, M. S., Douglas, A. E.",2000,Marine ecology: Bleaching patterns in reef corals,10.1038/35004657,Nature,"404, 142-143"
264,"Santos, S. R., Kinzie, R. A., Sakai, K., Coffroth, M. A.",2003,"Molecular Characterization of Nuclear Small Subunit (ISS)-rDNA Pseudogenes in a Symbiotic Dinoflagellate (Symbiodinium, Dinophyta)",10.1111/j.1550-7408.2003.tb00264.x,The Journal of Eukaryotic Microbiology,"50, 417-421"
265,"Baillie, B. K., Belda Baillie, C. A., Maruyama, T.",2000,CONSPECIFICITY AND INDO-PACIFIC DISTRIBUTION OF SYMBIODINIUM GENOTYPES (DINOPHYCEAE) FROM GIANT CLAMS,10.1046/j.1529-8817.2000.00010.x,Journal of Phycology,"36, 1153-1161"
266,"Dove, S.",2004,Scleractinian corals with photoprotective host pigments are hypersensitive to thermal bleaching,10.3354/meps272099,Marine Ecology Progress Series,"272, 99-116"
268,"Santos, S. R., Taylor, D. J., Coffroth, M. A.",2001,GENETIC COMPARISONS OF FRESHLY ISOLATED VERSUS CULTURED SYMBIOTIC DINOFLAGELLATES: IMPLICATIONS FOR EXTRAPOLATING TO THE INTACT SYMBIOSIS,10.1046/j.1529-8817.2001.00194.x,Journal of Phycology,"37, 900-912"
276,"Buddemeier, R., Maragos, J., Knutson, D.",1974,Radiographic studies of reef coral exoskeletons: Rates and patterns of coral growth,10.1016/0022-0981(74)90024-0,Journal of Experimental Marine Biology and Ecology,"14, 179-199"
194,"Hughes, T. P.",1987,Skeletal density and growth form of corals,10.3354/meps035259,Marine Ecology Progress Series,"35, 259-266"
258,"Barshis, D. J., Stillman, J. H., Gates, R. D., Toonen, R. J., Smith, L. W., Birkeland, C.",2010, Protein expression and genetic structure of the coral Porites lobata in an environmentally extreme Samoan back reef: does host genotype limit phenotypic plasticity? ,10.1111/j.1365-294X.2010.04574.x,Molecular Ecology,"19, 1705-1720"
274,"Marsh, L. M.",1992,"The Occurrence and Growth of Acropora in Extra-tropical Waters off Perth, Western Australia","","Proceedings of the Seventh International Coral Reef Symposium, Guam, 1992","2, 1233-1238"
277,"Gomez, E. D., Alcala, A. C., Yap, H. T., Alcala, L. C., Aline, P. M.",1985,Growth studies of commercially important scleractinians,"","Proceedings of the Fifth International Coral Reef Congress, Tahiti",199-204
748,"Wells, J. W.",1968,"Treatise on Invertebrate Palaeontology, Part F","",University of Kansas Press,""
279,"Graus, R. R., Mcintyre, I. G.",1982,Variation in growth forms of the reef coral Montastrea annularis (Ellis and Solander): a quantitative evaluation of growth response to light distribution using computer simulation,"",Smithsonian Contributions to Marine Sciences,"12, 441-464"
280,"Willis, B. L.",1985,Phenotypic plasticity versus phenotypic stability in the reef corals Turbinaria mesenterina and Pavona cactus,"","Proceedings of the Fifth International Coral Reef Congress, Tahiti",107-112
713,"Delvoye, L.",1988,Gametogenesis and gametogenic cycles in Agaricia agaricites (L) and Agaricia humilis Verrill and notes on gametogenesis in Madracis mirabilis (Duchassaing & Michelotti)(Scleractinia),"",Uitgaven Natuurwetenschappelijke Studiekring voor Suriname en de Nederlandse Antillen,"123,101-134 "
267,"Hunter, C. L., Morden, C. W., Smith, C. M.",1997, The utility of ITS sequences in assessing relationships among zooxanthellae and coral ,"",Proceedings of the 8th International Coral Ref Symposium,"Vol 2, 1599-1602"
301,"Chamberlain, J. A.",1978,Mechanical Properties of Coral Skeleton: Compressive Strength and its Adaptive Significance,"",Paleobiology,"4,419-435"
285,"Franklin, E. C., Stat, M., Pochon, X., Putnam, H. M., Gates, R. D.",2011,"GeoSymbio: a hybrid, cloud-based web application of global geospatial bioinformatics and ecoinformatics for Symbiodinium-host symbioses",10.1111/j.1755-0998.2011.03081.x,Molecular Ecology Resources,"12, 369-373"
509,"Ralph, P. J., Larkum, A. W. D., Kühl, M.",2007,"Photobiology of endolithic microorganisms in living coral skeletons: 1. Pigmentation, spectral reflectance and variable chlorophyll fluorescence analysis of endoliths in the massive corals Cyphastrea serailia, Porites lutea and Goniastrea australensis",10.1007/s00227-007-0694-0,Marine Biology,"152, 395-404"
298,"Neudecker, S.",1981,Growth and survival of scleractinian corals exposed to thermal effluents at Guam,"",Proc 4th Int Coral reef Symp,"1,173-180"
288,"Bouchon, C.",1981,Quantitative Study of the Scleractinian Coral Communities of a Fringing Reef of Reunion Island (Indian Ocean),10.3354/meps004273,Marine Ecology Progress Series,"4, 273-288"
296,"Bridge, T. C. L., Hughes, T. P., Guinotte, J. M., Bongaerts, P.",2013,Call to protect all coral reefs,10.1038/nclimate1879,Nature Climate Change,"3, 528-530"
289,"Kühlmann, D. H. H.",1983,Composition and ecology of deep-water coral associations,10.1007/bf01983856,Helgoländer Meeresuntersuchungen,"36, 183-204"
295,"Mass, T., Einbinder, S., Brokovich, E., Shashar, N., Vago, R., Erez, J., Dubinsky, Z.",2007,Photoacclimation of Stylophora pistillata to light extremes: metabolism and calcification,10.3354/meps334093,Marine Ecology Progress Series,"334, 93-102"
293,"Maragos, J. E., Jokiel, P. L.",1986,Reef corals of Johnston Atoll: one of the world's most isolated reefs,10.1007/bf00427935,Coral Reefs,"4, 141-150"
294,"Rooney, J., Donham, E., Montgomery, A., Spalding, H., Parrish, F., Boland, R., Fenner, D., Gove, J., Vetter, O.",2010,Mesophotic coral ecosystems in the Hawaiian Archipelago,10.1007/s00338-010-0596-3,Coral Reefs,"29, 361-367"
302,"Stearn, C. W., Scoffin, T. P., Martindale, W.",1977,Calcium carbonate budget of a fringing reef on the west coast of Barbados,"",Bulletin of Marine Science,"27,479-510"
273,"Babcock, R. C.",1991,Comparative Demography of Three Species of Scleractinian Corals Using Age- and Size-Dependent Classifications,10.2307/2937107,Ecological Monographs,"61, 225"
546,"Lasker, H. R.",1981,Phenotypic Variation in the Coral Montastrea cavernosa and Its Effects on Colony Energetics,10.2307/1540889,Biological Bulletin,"160, 292"
290,"Bare, A. Y., Grimshaw, K. L., Rooney, J. J., Sabater, M. G., Fenner, D., Carroll, B.",2010,"Mesophotic communities of the insular shelf at Tutuila, American Samoa",10.1007/s00338-010-0600-y,Coral Reefs,"29, 369-377"
714,"Vermeij, M.",2002,Evolutionary Ecology of the Coral genus Madracis on Caribbean Reefs,"","",""
72,"Atoda, K.",1947,The larva and postlarval development of some reef-building corals. II. Stylophora pistillata (Esper),"",Sci Rep Tohoku Univ Ser 7,"4, 48-64"
240,"Thornhill, D. J., Kemp, D. W., Bruns, B. U., Fitt, W. K., Schmidt, G. W.",2008, CORRESPONDENCE BETWEEN COLD TOLERANCE AND TEMPERATE BIOGEOGRAPHY IN A WESTERN ATLANTIC SYMBIODINIUM (DINOPHYTA) LINEAGE 1 ,10.1111/j.1529-8817.2008.00567.x,Journal of Phycology,"44, 1126-1135"
492,"Patterson, M. R., Sebens, K. P., Olson, R. R.",1991,In situ measurements of flow effects on primary production and dark respiration in reef corals,10.4319/lo.1991.36.5.0936,Limnol. Oceangr.,"36, 936-948"
567,"Loya, Y., Sakai, K., Yamazato, K., Nakano, Y., Sambali, H., Van Woesik, R.",2001,Coral bleaching: the winners and the losers,10.1046/j.1461-0248.2001.00203.x,Ecology Letters,"4, 122-131"
331,"Crabbe, M. J. C., Smith, D. J.",2005,"Sediment impacts on growth rates of Acropora and Porites corals  from fringing reefs of Sulawesi, Indonesia",DOI 10.1007/s00338-005-0004-6,Coral Reefs,"24, 437-441"
283,"Madin, J. S., Connolly, S. R.",2006,Ecological consequences of major hydrodynamic disturbances on coral reefs,10.1038/nature05328,Nature,"444, 477-480"
347,"Brown, B., Sya'rani, L., Le Tissier, M.",1985,"Skeletal form and growth in Acropora aspera (Dana) from the Pulau Seribu, Indonesia",10.1016/0022-0981(85)90027-9,Journal of Experimental Marine Biology and Ecology,"86, 139-150"
354,"Chadwick Furman, N. E., Goffredo, S., Loya, Y.",2000,"Growth and population dynamic model of the reef coral Fungia granulosa Klunzinger, 1879 at Eilat, northern Red Sea",10.1016/S0022-0981(00)00204-5,Journal of Experimental Marine Biology and Ecology,"249, 199-218"
369,"Domart Coulon, I. J., Traylor Knowles, N., Peters, E., Elbert, D., Downs, C. A., Price, K., Stubbs, J., Mc Laughlin, S., Cox, E., Aeby, G., Brown, P. R., Ostrander, G. K.",2006,Comprehensive characterization of skeletal tissue growth anomalies of the finger coral Porites compressa,10.1007/s00338-006-0133-6,Coral Reefs,"25, 531-543"
507,"Rex, A., Montebon, F., Yap, H. T.",1995,Metabolic responses of the scleractinian coral Porites cylindrica Dana to water motion. I. Oxygen flux studies,10.1016/0022-0981(95)00150-p,Journal of Experimental Marine Biology and Ecology,"186, 33-52"
691,"Yamano, H., Sugihara, K., Nomura, K.",2011,Rapid poleward range expansion of tropical reef corals in response to rising sea surface temperatures,10.1029/2010GL046474,Geophys. Res. Lett.,"38, n/a-n/a"
355,"Charuchinda, M., Hylleberg, J.",1984,Skeletal extension of Acropora formosa at a fringing reef in the Andaman Sea,10.1007/bf00288257,Coral Reefs,"3, 215-219"
346,"Brandt, M. E.",2009,The effect of species and colony size on the bleaching response of reef-building corals in the Florida Keys during the 2005 mass bleaching event,10.1007/s00338-009-0548-y,Coral Reefs,"28, 911-924"
469,"Edmunds, P. J.",2005,The effect of sub-lethal increases in temperature on the growth and population trajectories of three scleractinian corals on the southern Great Barrier Reef,10.1007/s00442-005-0210-5,Oecologia,"146, 350-364"
366,"Dar, M. A., Mohammed, T. A.",2009,Seasonal variations in the skeletogensis process in some branching corals of the Red Sea,"",Thalassas,""
359,"Cox, E. F.",1986,The effects of a selective corallivore on growth rates and competition for space between two species of Hawaiian corals,10.1016/0022-0981(86)90047-X,Journal of Experimental Marine Biology and Ecology,"101, 161-174"
350,"Cantin, N. E., Cohen, A. L., Karnauskas, K. B., Tarrant, A. M., Mc Corkle, D. C.",2010,Ocean Warming Slows Coral Growth in the Central Red Sea,10.1126/science.1190182,Science,"329, 322-325"
430,"Rodgers, K., Cox, E., Newtson, C.",2003,Effects of Mechanical Fracturing and Experimental Trampling on Hawaiian Corals,10.1007/s00267-002-2831-3,Environmental Management,"31, 377-384"
645,"Baird, A. H., Cumbo, V. R., Gudge, S., Keith, S. A., Maynard, J. A., Tan, C. H., Woolsey, E. S.",2015,"Coral reproduction on the world’s southernmost reef at Lord Howe Island, Australia",10.3354/ab00627,Aquat. Biol.,"23, 275-284"
373,"Edinger, E. N., Limmon, G. V., Jompa, J., Widjatmoko, W., Heikoop, J. M., Risk, M. J.",2000,Normal Coral Growth Rates on Dying Reefs: Are Coral Growth Rates Good Indicators of Reef Health?,10.1016/s0025-326x(99)00237-4,Marine Pollution Bulletin,"40, 404-425"
353,"Castillo, K. D., Ries, J. B., Weiss, J. M.",2011,"Declining Coral Skeletal Extension for Forereef Colonies of Siderastrea siderea on the Mesoamerican Barrier Reef System, Southern Belize",10.1371/journal.pone.0014615,PLoS ONE,"6, e14615"
180,"Barros, M. M. L. D., Pires, D. D. O.",2006,Colony size-frequency distributions among different populations of the scleractinan coral Siderastrea stellata in Southwestern Atlantic: implications for life history patterns,10.1590/S1679-87592006000300005,Braz. j. oceanogr.,"54, "
362,"Crabbe, M.",2009,Scleractinian coral population size structures and growth rates indicate coral resilience on the fringing reefs of North Jamaica,10.1016/j.marenvres.2009.01.003,Marine Environmental Research,"67, 189-198"
281,"Keith, S. A., Baird, A. H., Hughes, T. P., Madin, J. S., Connolly, S. R.",2013,"Faunal breaks and species composition of Indo-Pacific corals: the role of plate tectonics, environment and habitat distribution",10.1098/rspb.2013.0818,Proceedings of the Royal Society B: Biological Sciences,"280, 20130818-20130818"
399,"Huston, M.",1985,"Variation in coral growth rates with depth at Discovery Bay, Jamaica",10.1007/BF00302200,Coral Reefs,"4, 19-25"
384,"Glynn, P. W., Colley, S. B., Eakin, C. M., Smith, D. B., Cortés, J., Gassman, N. J., Guzmán, H. M., Del Rosario, J. B., Feingold, J. S.",1994,"Reef coral reproduction in the eastern Pacific: Costa Rica, Panamá, and Galápagos Islands (Ecuador). II. Poritidae",10.1007/BF00349785,Marine Biology,"118, 191-208"
395,"Highsmith, R. C.",1981,Coral Bioerosion: Damage Relative to Skeletal Density,10.1086/283698,The American Naturalist,"117, 193"
454,"Wellington, G. M., Glynn, P. W.",1983,Environmental influences on skeletal banding in eastern Pacific (Panama) corals,10.1007/BF00304418,Coral Reefs,"1, 215-222"
190,"Peters, E. C.",1984,A survey of cellular reactions to environmental stress and disease in Caribbean scleractinian corals,10.1007/bf01989298,Helgoländer Meeresuntersuchungen,"37, 113-137"
282,"Díaz, M., Madin, J.",2010,Macroecological relationships between coral species’ traits and disease potential,10.1007/s00338-010-0668-4,Coral Reefs,"30, 73-84"
397,"Hudson, J. H., Goodwin, W. B.",1997,"Restoration and growth rate of hurricane damaged pillar coral (Dendrogyra cylindrus) in the Key Largo National Marine Sanctuary, Florida","",Proceedings of the 8th International Coral Reef Symposium,""
44,"Cairns, S. D.",1991,A revision of the Ahermatypic Scleractinia of the Galapagos and Cocos Islands,10.5479/si.00810282.504,Smithsonian Contributions to Zoology,", 1-32"
385,"Grottoli, A. G.",1999,"Variability of stable isotopes and maximum linear extension in reef-coral skeletons at Kaneohe Bay, Hawaii",10.1007/s002270050644,Marine Biology,"135, 437-449"
400,"Jimenez, C., Cortes, J.",2003,"Growth of seven species of scleractinian corals in an upwelling environment of the eastern Pacific (Golfo de Papagayo, Costa Rica)","",Bulletin of Marine Science,"72, 187-198"
391,"Harriott, V. J.",1983,"Reproductive ecology of four scleratinian species at Lizard Island, Great Barrier Reef",10.1007/BF00304727,Coral Reefs,"2, 9-18"
405,"Lam, K. K. Y.",2000,Coral transplantation onto a stabilised puverised ash substratum,"",Asian Marine Biology,"17, 25-41"
341,"Bak, R. P. M., Nieuwland, G., Meesters, E. H.",2009,Coral growth rates revisited after 31 years: What is causing lower extension rates in Acropora palmata?,"",Bulletin of Marine Science,"84, 287-294"
380,"Gateño, D., León, A., Barki, Y., Cortés, J., Rinkevich, B.",2003,Skeletal tumor formations in the massive coral Pavona clavus,10.3354/meps258097,Marine Ecology Progress Series,"258, 97-108"
716,"Yamazato, K., Sai, M., Nakamura, M.",1991,Comparative studies on the reproductive mode among three genera of corals belonging to the family Pocilloporidae living in different geographical areas,"",Zoological Science,"8, 1188"
378,"Ferse, S. C. A., Kunzmann, A.",2009,Effects of Concrete-Bamboo Cages on Coral Fragments: Evaluation of a Low-Tech Method Used in Artisanal Ocean-Based Coral Farming,10.1080/10454430802694538,Journal of Applied Aquaculture,"21, 31-49"
724,"Muir, P. R., Wallace, C. C., Done, T., Aguirre, J. D.",2015,Limited scope for latitudinal extension of reef corals,10.1126/science.1259911,Science,"348, 1135-1138"
388,"Guzman, H. M., Cortes, J.",1989,Growth rates of eight species of scleractinian corals in the Eastern Pacific (Costa Rica),"",Bulletin of Marine Science,"44, 1186-1194"
383,"Glynn, P. W., Colley, S. B., Gassman, N. J., Black, K., Cortés, J., Maté, J. L.",1996,"Reef coral reproduction in the eastern Pacific: Costa Rica, Panamá, and Galápagos Islands (Ecuador). III. Agariciidae (Pavona gigantea and Gardineroseris planulata)",10.1007/BF00353270,Marine Biology,"125, 579-601"
379,"Forsman, Z. H., Birkeland, C.",2009,"Porites randalli: A new coral species (Scleractinia, Poritidae) from American Samoa","",Zootaxa,""
216,"Heyward, A. J., Collins, J. D.",1985, Growth and sexual reproduction in the scleractinian coral Montipora digitata (Dana) ,10.1071/mf9850441,Mar. Freshwater Res.,"36, 441"
580,"Lesser, M. P.",2000,Depth-dependent photoacclimatization to solar ultraviolet radiation in the Caribbean coral Montastraea faveolata,10.3354/meps192137,Marine Ecology Progress Series,"192, 137-151"
411,"Manzello, D. P.",2010,Coral growth with thermal stress and ocean acidification: lessons from the eastern tropical Pacific,10.1007/s00338-010-0623-4,Coral Reefs,"29, 749-758"
427,"Raymundo, L.",2001,Mediation of growth by conspecific neighbors and the effect of site in transplanted fragments of the coral Porites attenuata Nemenzo in the central Philippines,10.1007/s003380100170,Coral Reefs,"20, 263-272"
415,"Mass, T., Genin, A.",2008,Environmental versus intrinsic determination of colony symmetry in the coral Pocillopora verrucosa,10.3354/meps07578,Marine Ecology Progress Series,"369, 131-137"
428,"Richardson, L. L., Voss, J. D.",2005,Changes in a coral population on reefs of the northern Florida Keys following a coral disease epizootic,10.3354/meps297147,Marine Ecology Progress Series,"297, 147-156"
429,"Richmond, R. H.",1987,"Energetic relationships and biogeographical differences among fecundity, growth and reproduction in the reef coral Pocillopora damicornis","",Bulletin of Marine Science,"41, 594-604"
407,"Barros, M. L. L., Pires, D., Castro, C. B.",2003,"Sexual reproduction of the Brazilian reef coral Siderastrea stellata Verrill 1868 (Anthozoa, Scleractinia)","",Bulletin of Marine Science,"73, 713-724"
475,"Hossain, M. M. M., Ohde, S.",2006,Calcification of cultured Porites and Fungia under different aragonite saturation states of seawater,"",Proceedings of the 10th International Coral Reef Symposium,597-606
336,"Alvarez, K., Camero, S., Alarcón, M. E., Rivas, A., González, G.",2002,,10.1023/A:1014787209506,Journal of Materials Science: Materials in Medicine,"13, 509-515"
488,"Le Tissier, M., Brown, B. E.",1996,"Dynamics of solar bleaching in the intertidal reef coral Goniastrea aspera at Ko Phuket, Thailand",10.3354/meps136235,Marine Ecology Progress Series,"136, 235-244"
531,"Middlebrook, R., Anthony, K. R. N., Hoegh Guldberg, O., Dove, S.",2010,Heating rate and symbiont productivity are key factors determining thermal stress in the reef-building coral Acropora formosa,10.1242/jeb.031633,Journal of Experimental Biology,"213, 1026-1034"
468,"Cox, W. W.",1971,The relation of temperature to calcificaton in Montipora verrucosa,"",Thesis Loma Linda University,pp 29
470,"Clausen, C. D., Roth, A. A.",1975,Effect of temperature and temperature adaptation on calcification rate in the hermatypic coral Pocillopora damicornis,10.1007/bf00390713,Marine Biology,"33, 93-100"
455,"Yap, H. T., Gomez, E. D.",1985,Growth of Acropora pulchra,10.1007/BF00539430,Mar. Biol.,"87, 203-209"
474,"Ohde, S., Mozaffar Hossain, M. M.",2004,Effect of CaCO3 (aragonite) saturation state of seawater on calcification of Porites coral,10.2343/geochemj.38.613,Geochem. J.,"38, 613-621"
76,"Glynn, P. W., Gassman, N. J., Eakin, C. M., Cortes, J., Smith, D. B., Guzman, H. M.",1991,"Reef coral reproduction in the eastern Pacific: Costa Rica, Panama, and Galapagos Islands (Ecuador)",10.1007/bf01313501,Mar. Biol.,"109, 355-368"
442,"Van Moorsel, G.",1983,"Reproductive strategies in two closely related stony corals (Agaricia, Scleractinia)",10.3354/meps013273,Marine Ecology Progress Series,"13, 273-283"
461,"Schneider, K., Erez, J.",2006,The effect of carbonate chemistry on calcification and photosynthesis in the hermatypic coral Acropora eurystoma,10.4319/lo.2006.51.3.1284,Limnol. Oceangr.,"51, 1284-1293"
462,"Muehllehner, N.",2008,Growth and morphology in Acropora under increasing carbon dioxide and the effect of increased temperature and carbon dioxide on the photosynthesis and growth of Porites rus and Pocillopora meandrina,"","Thesis California State University, Northridge",98 pp
551,"Palardy, J. E., Grottoli, A. G., Matthews, K. A.",2006,Effect of naturally changing zooplankton concentrations on feeding rates of two coral species in the Eastern Pacific,10.1016/j.jembe.2005.10.001,Journal of Experimental Marine Biology and Ecology,"331, 99-107"
460,"Suresh, V. R., Mathew, K. J.",1993,Skeletal extension of staghorn coral Acropora formosa in relation to environment at Kavaratti atoll (Lakshadweep),"",Indian Journal of Marine Sciences,"22, 176-179"
467,"Marubini, F., Davies, P. S.",1996,Nitrate increases zooxanthellae population density and reduces skeletogenesis in corals,10.1007/bf00942117,Mar. Biol.,"127, 319-328"
472,"Marubini, F., Barnett, H., Langdon, C., Atkinson, M. J.",2001,Dependence of calcification on light and carbonate ion concentration for the hermatypic coral Porites compressa,10.3354/meps220153,Marine Ecology Progress Series,"220, 153-162"
413,"Marshall, P. A.",2000,Skeletal damage in reef corals:relating resistance to colony morphology,10.3354/meps200177,Marine Ecology Progress Series,"200, 177-189"
257,"Apprill, A. M., Gates, R. D.",2006,Recognizing diversity in coral symbiotic dinoflagellate communities,10.1111/j.1365-294x.2006.03214.x,Molecular Ecology,"16, 1127-1134"
477,"Scoffin, T. P., Tudhope, A. W., Brown, B. E., Chansang, H., Cheeney, R. F.",1992,"Patterns and possible environmental controls of skeletogenesis of Porites lutea, South Thailand",10.1007/bf00291929,Coral Reefs,"11, 1-11"
500,"Coles, S. L., Jokiel, P. L.",1978,"Synergistic effects of temperature, salinity and light on the hermatypic coral Montipora verrucosa",10.1007/bf00391130,Marine Biology,"49, 187-195"
496,"Edmunds, P. J., Gates, R. D., Gleason, D. F.",2003,The tissue composition of Montastrea franksi during a natural bleaching event in the Florida Keys,10.1007/s00338-003-0278-5,Coral Reefs,"22, 54-62"
482,"Horst, G. P.",2004,Effects of temperature and CO2 variation on calcification and photosynthesis of two branching reef corals,"","Unpublished MS thesis, California State University, Northridge. ",""
503,"D’croz, L., Maté, J. L.",2004,Experimental responses to elevated water temperature in genotypes of the reef coral Pocillopora damicornis from upwelling and non-upwelling environments in Panama,10.1007/s00338-004-0397-7,Coral Reefs,"23, 473-483"
505,"Glynn, P. W., Maté, J. L., Baker, A. C., Calderón, M. O.",2001,Coral bleaching and mortality in panama and ecuador during the 1997–1998 El Niño–Southern Oscillation Event: spatial/temporal patterns and comparisons with the 1982–1983 event ,"",Bulletin of Marine Science,"69, 79-109"
484,"Fitt, W. K., Mc Farland, F. K., Warner, M. E., Chilcoat, G. C.",2000,Seasonal patterns of tissue biomass and densities of symbiotic dinoflagellates in reef corals and relation to coral bleaching,10.4319/lo.2000.45.3.0677,Limnol. Oceanogr.,"45, 677-685"
478,"Tanzil, J. T. I., Brown, B. E., Tudhope, A. W., Dunne, R. P.",2009,"Decline in skeletal growth of the coral Porites lutea from the Andaman Sea, South Thailand between 1984 and 2005",10.1007/s00338-008-0457-5,Coral Reefs,"28, 519-528"
497,"Rodrigues, L. J., Grottoli, A. G.",2007,Energy reserves and metabolism as indicators of coral recovery from bleaching,10.4319/lo.2007.52.5.1874,Limnol. Oceangr.,"52, 1874-1882"
499,"Grottoli-Everett, A. G.",1995,Bleaching and lipids in the Pacific coral Montipora verrucosa,"","In, Ultraviolet Radiation and Coral Reefs (eds, Gulko D Jokiel PL), HIMB Technical Report","41, 107-113"
489,"Szmant, A. M., Gassman, N. J.",1990,The effects of prolonged ?bleaching? on the tissue biomass and reproduction of the reef coral Montastrea annularis,10.1007/bf00265014,Coral Reefs,"8, 217-224"
506,"Iguchi, A., Ozaki, S., Nakamura, T., Inoue, M., Tanaka, Y., Suzuki, A., Kawahata, H., Sakai, K.",2012,Effects of acidified seawater on coral calcification and symbiotic algae on the massive coral Porites australiensis,10.1016/j.marenvres.2011.10.008,Marine Environmental Research,"73, 32-36"
480,"Marubini, F., Thake, B.",1999,Bicarbonate addition promotes coral growth,10.4319/lo.1999.44.3.0716,Limnol. Oceangr.,"44, 716-720"
485,"Harithsa, S., Raghukumar, C., Dalal, S. G.",2005,"Stress response of two coral species in the Kavaratti atoll of the Lakshadweep Archipelago, India",10.1007/s00338-005-0008-2,Coral Reefs,"24, 463-474"
495,"Quan Young, L. I., Espinoza Avalos, J.",2006," Reduction of zooxanthellae density, chlorophyll a concentration, and tissue thickness of the coral Montastraea faveolata (Scleractinia) when competing with mixed turf algae ",10.4319/lo.2006.51.2.1159,Limnol. Oceanogr.,"51, 1159-1166"
501,"Saxby, T., Dennison, W. C., Hoegh Guldberg, O.",2003,Photosynthetic responses of the coral Montipora digitata to cold temperature stress,10.3354/meps248085,Marine Ecology Progress Series,"248, 85-97"
494,"Venn, A. A., Wilson, M. A., Trapido Rosenthal, H. G., Keely, B. J., Douglas, A. E.",2006,"The impact of coral bleaching on the pigment profile of the symbiotic alga, Symbiodinium",10.1111/j.1365-3040.2006.001587.x,"Plant, Cell and Environment","29, 2133-2142"
487,"Brown, B. E., Dunne, R. P., Ambarsari, I., Le Tissier, M., Satapoomin, U.",1999,Seasonal fluctuations in environmental factors and variations in symbiotic algae and chlorophyll pigments in four Indo-Pacific coral species,10.3354/meps191053,Marine Ecology Progress Series,"191, 53-69"
725,"Quelch, J. J.",1886,Report of the reef-corals collected by the H.M.S. Challenger during the years 1873–1976,"","Report on the Scientific Results of the Voyage of HMS Challenger (1873-76), Zoology","16, 1-203"
9,"Veron, J. E. N., Pichon, M.",1980,"Scleractinia of eastern Australia. Part 3. Families Agariciidae, Siderastreidae, Fungiidae, Oculinidae, Merulinidae, Mussidae, Pectiniidae, Caryophylliidae, Dendrophylliidae /",10.5962/bhl.title.60646,,", "
513,"Gladfelter, E. H.",1984,Skeletal development in Acropora cervicornis,10.1007/BF00306140,Coral Reefs,"3, 51-57"
