96090,90629,1,1,156,9,54.3,54.3,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96091,90630,1,1,137,48,11.33274524,11.33274524,"","","","","","","","raw_value",""
96092,90630,1,1,155,57,510.4007473,510.4007473,"","","","","","","","raw_value",""
96093,90630,1,1,156,9,29.1,29.1,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96094,90631,1,1,137,48,11.24682978,11.24682978,"","","","","","","","raw_value",""
96095,90631,1,1,155,57,715.4206075,715.4206075,"","","","","","","","raw_value",""
96096,90631,1,1,156,9,76.3,76.3,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96097,90632,1,1,137,48,11.24458098,11.24458098,"","","","","","","","raw_value",""
96098,90632,1,1,155,57,940.1053522,940.1053522,"","","","","","","","raw_value",""
96099,90632,1,1,156,9,28.6,28.6,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96100,90633,1,1,137,48,11.16690612,11.16690612,"","","","","","","","raw_value",""
96101,90633,1,1,155,57,273.9402773,273.9402773,"","","","","","","","raw_value",""
96102,90633,1,1,156,9,76.9,76.9,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96103,90634,1,1,137,48,11.12603549,11.12603549,"","","","","","","","raw_value",""
96104,90634,1,1,155,57,1503.659987,1503.659987,"","","","","","","","raw_value",""
96105,90634,1,1,156,9,53.3,53.3,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96106,90635,1,1,137,48,10.99662565,10.99662565,"","","","","","","","raw_value",""
96107,90635,1,1,155,57,850.136439,850.136439,"","","","","","","","raw_value",""
96108,90635,1,1,156,9,58.9,58.9,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96109,90636,1,1,137,48,10.92406948,10.92406948,"","","","","","","","raw_value",""
96110,90636,1,1,155,57,1060.225071,1060.225071,"","","","","","","","raw_value",""
96111,90636,1,1,156,9,16.7,16.7,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96112,90637,1,1,137,48,10.89701816,10.89701816,"","","","","","","","raw_value",""
96113,90637,1,1,155,57,261.0310727,261.0310727,"","","","","","","","raw_value",""
96114,90637,1,1,156,9,19.2,19.2,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96115,90638,1,1,137,48,10.78659841,10.78659841,"","","","","","","","raw_value",""
96116,90638,1,1,155,57,351.9453624,351.9453624,"","","","","","","","raw_value",""
96117,90638,1,1,156,9,30,30,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96118,90639,1,1,137,48,10.65880664,10.65880664,"","","","","","","","raw_value",""
96119,90639,1,1,155,57,989.056737,989.056737,"","","","","","","","raw_value",""
96120,90639,1,1,156,9,65.8,65.8,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96121,90640,1,1,137,48,10.55466384,10.55466384,"","","","","","","","raw_value",""
96122,90640,1,1,155,57,77.52205671,77.52205671,"","","","","","","","raw_value",""
96123,90640,1,1,156,9,16.9,16.9,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96124,90641,1,1,137,48,10.50399175,10.50399175,"","","","","","","","raw_value",""
96125,90641,1,1,155,57,407.134007,407.134007,"","","","","","","","raw_value",""
96126,90641,1,1,156,9,51,51,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96127,90642,1,1,137,48,10.39108482,10.39108482,"","","","","","","","raw_value",""
96128,90642,1,1,155,57,323.0268862,323.0268862,"","","","","","","","raw_value",""
96129,90642,1,1,156,9,46.8,46.8,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96130,90643,1,1,137,48,10.14237504,10.14237504,"","","","","","","","raw_value",""
96131,90643,1,1,155,57,281.9837288,281.9837288,"","","","","","","","raw_value",""
96132,90643,1,1,156,9,25.6,25.6,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96133,90644,1,1,137,48,10.10140987,10.10140987,"","","","","","","","raw_value",""
96134,90644,1,1,155,57,647.0231861,647.0231861,"","","","","","","","raw_value",""
96135,90644,1,1,156,9,19.2,19.2,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96136,90645,1,1,137,48,10.09554343,10.09554343,"","","","","","","","raw_value",""
96137,90645,1,1,155,57,121.6289755,121.6289755,"","","","","","","","raw_value",""
96138,90645,1,1,156,9,60.3,60.3,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96139,90646,1,1,137,48,9.990230748,9.990230748,"","","","","","","","raw_value",""
96140,90646,1,1,155,57,723.6299742,723.6299742,"","","","","","","","raw_value",""
96141,90646,1,1,156,9,16.3,16.3,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96142,90647,1,1,137,48,9.74413684,9.74413684,"","","","","","","","raw_value",""
96143,90647,1,1,155,57,997.8732489,997.8732489,"","","","","","","","raw_value",""
96144,90647,1,1,156,9,33,33,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96145,90648,1,1,137,48,9.528320267,9.528320267,"","","","","","","","raw_value",""
96146,90648,1,1,155,57,478.8766071,478.8766071,"","","","","","","","raw_value",""
96147,90648,1,1,156,9,65.2,65.2,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96148,90649,1,1,137,48,9.45889581,9.45889581,"","","","","","","","raw_value",""
96149,90649,1,1,155,57,327.9443134,327.9443134,"","","","","","","","raw_value",""
96150,90649,1,1,156,9,47.6,47.6,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96151,90650,1,1,137,48,9.440212366,9.440212366,"","","","","","","","raw_value",""
96152,90650,1,1,155,57,1353.004081,1353.004081,"","","","","","","","raw_value",""
96153,90650,1,1,156,9,34,34,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96154,90651,1,1,137,48,9.420478691,9.420478691,"","","","","","","","raw_value",""
96155,90651,1,1,155,57,643.9805222,643.9805222,"","","","","","","","raw_value",""
96156,90651,1,1,156,9,29.4,29.4,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96157,90652,1,1,137,48,9.292406711,9.292406711,"","","","","","","","raw_value",""
96158,90652,1,1,155,57,1173.624523,1173.624523,"","","","","","","","raw_value",""
96159,90652,1,1,156,9,62.6,62.6,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96160,90653,1,1,137,48,9.185476311,9.185476311,"","","","","","","","raw_value",""
96161,90653,1,1,155,57,573.314297,573.314297,"","","","","","","","raw_value",""
96162,90653,1,1,156,9,49.2,49.2,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96163,90654,1,1,137,48,9.059840093,9.059840093,"","","","","","","","raw_value",""
96164,90654,1,1,155,57,141.5383477,141.5383477,"","","","","","","","raw_value",""
96165,90654,1,1,156,9,57.7,57.7,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96166,90655,1,1,137,48,9.05228773,9.05228773,"","","","","","","","raw_value",""
96167,90655,1,1,155,57,984.8197194,984.8197194,"","","","","","","","raw_value",""
96168,90655,1,1,156,9,55.2,55.2,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96169,90656,1,1,137,48,9.024424163,9.024424163,"","","","","","","","raw_value",""
96170,90656,1,1,155,57,366.0580163,366.0580163,"","","","","","","","raw_value",""
96171,90656,1,1,156,9,28.5,28.5,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96172,90657,1,1,137,48,8.903845594,8.903845594,"","","","","","","","raw_value",""
96173,90657,1,1,155,57,976.155807,976.155807,"","","","","","","","raw_value",""
96174,90657,1,1,156,9,75.7,75.7,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96175,90658,1,1,137,48,8.716839859,8.716839859,"","","","","","","","raw_value",""
96176,90658,1,1,155,57,420.6935978,420.6935978,"","","","","","","","raw_value",""
96177,90658,1,1,156,9,33.6,33.6,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96178,90659,1,1,137,48,8.715725816,8.715725816,"","","","","","","","raw_value",""
96179,90659,1,1,155,57,518.4861441,518.4861441,"","","","","","","","raw_value",""
96180,90659,1,1,156,9,37,37,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96181,90660,1,1,137,48,8.683476141,8.683476141,"","","","","","","","raw_value",""
96182,90660,1,1,155,57,253.9375404,253.9375404,"","","","","","","","raw_value",""
96183,90660,1,1,156,9,40.1,40.1,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96184,90661,1,1,137,48,8.616689179,8.616689179,"","","","","","","","raw_value",""
96185,90661,1,1,155,57,626.9629532,626.9629532,"","","","","","","","raw_value",""
96186,90661,1,1,156,9,17.1,17.1,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96187,90662,1,1,137,48,8.599688032,8.599688032,"","","","","","","","raw_value",""
96188,90662,1,1,155,57,1083.839647,1083.839647,"","","","","","","","raw_value",""
96189,90662,1,1,156,9,48.4,48.4,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96190,90663,1,1,137,48,8.581870762,8.581870762,"","","","","","","","raw_value",""
96191,90663,1,1,155,57,84.87502274,84.87502274,"","","","","","","","raw_value",""
96192,90663,1,1,156,9,45.8,45.8,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96193,90664,1,1,137,48,8.529372857,8.529372857,"","","","","","","","raw_value",""
96194,90664,1,1,155,57,312.9336302,312.9336302,"","","","","","","","raw_value",""
96195,90664,1,1,156,9,15.7,15.7,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96196,90665,1,1,137,48,8.432417023,8.432417023,"","","","","","","","raw_value",""
96197,90665,1,1,155,57,776.7353401,776.7353401,"","","","","","","","raw_value",""
96198,90665,1,1,156,9,58.9,58.9,"","","","","","","Distance across reef flat from reef crest","raw_value",""
96199,90666,1,1,137,48,8.43093482,8.43093482,"","","","","","","","raw_value",""
96200,90666,1,1,155,57,582.044505,582.044505,"","","","","","","","raw_value",""
